Sentence,Score,Stopword
"તેનો દેખાવ ખૂબ જ શાર્પ છે અને સ્ક્રીન સરસ અને સ્પષ્ટ છે, જેમાં શાનદાર ગ્રાફિક્સ છે",1,
લાંબો સમય ચાલતો નથી,0,
એક વસ્તુ જે મને નફરત છે તે બાજુ પર સ્થિત મોડ સેટ બટન છે,0,
ઉત્તમ સેવા!!!!!!!!,1,
મારા પૈસા વેડફવા બદલ આભાર,0,
તે કેવી રીતે હોઈ શકે?ઓડિયો ગુણવત્તા નબળી છે,0,
iGo ચાર્જર્સ અને ટીપ્સ ખરેખર મહાન છે,1,
એક મહાન નેટવર્ક પર શાનદાર ફોન,1,
"મેં મારી પત્નીનું બ્લૂટૂથ,(મોટોરોલા HS850) મારા ફોન સાથે કનેક્ટ કર્યું અને ફોન મારા ખિસ્સામાં હોય કે કેસમાં હોય તે એક વશીકરણ જેવું કામ કરે છે",1,
તે ફક્ત ફોનને તેના સ્ટોરેજ ઉપકરણ તરીકે ઓળખે છે,0,
આ ઉત્પાદન ખરીદશો નહીં,0,
મારી પાસે આ બ્લૂટૂથ હેડસેટ છેલ્લા કેટલાક સમયથી છે અને હજુ પણ તે કાન પર જે રીતે બંધબેસે છે તેનાથી આરામદાયક નથી,0,
ધ્વનિ ગુણવત્તા સારી છે અને કાર્યક્ષમતા અદ્ભુત છે,1,
"મારી પાસે આ ફોન છે અને તે મારી બાજુમાં કાંટો છે, હું ખરેખર તેને ધિક્કારું છું",0,
મને તાજેતરમાં એવી સમસ્યાઓ આવી હતી જ્યાં હું ડિસ્કનેક્ટ થયા પહેલા 10 મિનિટથી વધુ સમય સુધી કનેક્ટેડ રહી શકતો ન હતો,0,
ઈનક્રેડિબલ!,1,
ડિઝાઇન ખામી?,0,
મહાન ફોન!,1,
13 રૂપિયાનો બગાડ,0,
"પરંતુ જ્યારે હું રાત્રે વૉઇસ મેઇલ તપાસું છું, ત્યારે કીપેડની બેકલાઇટ થોડી સેકન્ડોમાં પ્રથમ સંદેશમાં બંધ થઈ જાય છે અને પછી હું ખોવાઈ ગયો છું",0,
રિપ્લેસમેન્ટ થોડા અઠવાડિયામાં મૃત્યુ પામ્યા,0,
તાજેતરમાં તેઓ ફોન પર ખૂબ જ સરસ અને મદદરૂપ રહ્યા છે,1,
મને હિટ ડ્રોપિંગ સિગ્નલ અને વધુની સમસ્યા આવી છે,0,
પ્રભાવિત નથી,0,
"હળવા વજન, હું ભાગ્યે જ નોંધ્યું કે તે ત્યાં છે",1,
તમને ગમશે કે તે કેટલું પાતળું છે,1,
ખરાબ પસંદગી,0,
પ્લેધર કેસ બંધબેસતો નથી,0,
"નકામો ફોન, ખાલી બહેરો",0,
"રંગ મેં વિચાર્યું તે કરતાં પણ સુંદર છે, અને ગ્રાફિક્સ અતિ તીક્ષ્ણ છે",1,
એકંદરે મને લાગે છે કે તે એક સારું રોકાણ હતું,1,
કૉલ સમાપ્ત થાય તે પહેલાં તે ખૂબ જ વિચિત્ર ટિકીંગ અવાજો કરે છે,0,
ઉપલબ્ધ એફએમ ટ્રાન્સમિટર્સના શ્રેષ્ઠ ઇલેક્ટ્રોનિક્સ,1,
બેટરી માત્ર થોડા કલાકો જ ચાલે છે,0,
"મહાન હેડસેટ, ખૂબ પ્રભાવિત - H500",1,
મારી પાસે આ લગભગ 2 વર્ષથી છે અને તે મારા માટે સરસ કામ કર્યું છે,1,
સારું ટ્રાન્સમિટ ઑડિઓ,1,
અમે તેને પરત મોકલી રહ્યા છીએ,0,
મેં થોડા ડોલરના ઉત્પાદન માટે કંપનીનો સંપર્ક કરવાની તસ્દી લીધી ન હતી પરંતુ મેં પાઠ શીખ્યો કે મારે આ ફોર્મ કોઈપણ રીતે ઓનલાઈન ખરીદવું ન જોઈએ,0,
"જો તમે ઇયરબગ્સને નફરત કરો છો, તો આ ફોનને કોઈપણ રીતે ટાળો",0,
"રેન્જ ખૂબ જ યોગ્ય છે, હું કોઈ રિસેપ્શન/સાઉન્ડ ક્વોલિટી સમસ્યાઓ વિના લિવિંગ રૂમમાં ફોન સાથે મારા ઘરની આસપાસ ફરવા સક્ષમ છું",1,
ઝડપી સેવા,1,
હું આની ખૂબ ભલામણ કરીશ,1,
હું આ ભલામણ કરીશ,1,
"મને ""ચાલુ"" બટન પણ ગમ્યું ન હતું, એવું લાગ્યું કે તે ઉપયોગથી ક્રેક થઈ જશે",0,
અત્યાર સુધીનો સૌથી ખરાબ ફોન,0,
હું હજી પણ આ ફોનથી પ્રભાવિત છું,1,
વારંવાર થીજી જાય છે4,0,
તે કેવી દેખાય છે તેના કારણે તેનો ઉપયોગ કરવો શરમજનક છે અને મોટાભાગે તે કંપની કેવી બાળક જેવી છે તે શરમજનક છે,0,
"સરળ, હલકો અને મહાન ફિટ",1,
"એકંદરે, મને મોટોરોલા પાસેથી વધુ સારા ગ્રાહક અનુભવની અપેક્ષા હતી",0,
મારા બધા કોલ્સ પર બેકગ્રાઉન્ડમાં એક ભયાનક ટિક અવાજ છે જે મેં પહેલાં ક્યારેય અનુભવ્યો નથી,0,
આ ચોક્કસપણે ખૂબ જ આરામદાયક છે અને કાર્યક્ષમતા યોગ્ય છે,1,
મને સામાન્ય રીતે હેડબેન્ડ ગમતું નથી પરંતુ આ ખૂબ જ હળવા છે અને મારા વાળને ગડબડ કરતું નથી,1,
હું થોડી નિરાશ છું,0,
"મારી પાસે આ ફોન છેલ્લા એક વર્ષથી વધુ સમયથી છે, અને હું તમને કહીશ, તે એટલું સરસ નથી",0,
મેં સોની એરિક્સન W810i માટે આનો ઓર્ડર આપ્યો હતો પરંતુ મને લાગે છે કે તે માત્ર એક જ વાર કામ કરે છે (તે જ્યારે મેં તેનો પ્રથમ ઉપયોગ કર્યો હતો),0,
બેટરી મારા માટે સંપૂર્ણપણે નકામી છે,0,
સમયનો કેટલો મોટો બગાડ,0,
આના પર તમારું $$$ બગાડો નહીં,0,
મહાન અવાજ અને સેવા,1,
અત્યાર સુધી આ ઉત્પાદનથી ખરેખર ખુશ,1,
મારી મનપસંદ ખરીદીઓમાંની એક,1,
બજારમાં શ્રેષ્ઠ બ્લૂટૂથ,1,
હું આ હેડસેટ મેળવવા માટે ખૂબ જ ઉત્સાહિત હતો કારણ કે મને લાગ્યું કે તે ખરેખર સુંદર છે,1,
મારા જેવી ભૂલ ન કરો,0,
કૅલેન્ડર સમન્વયન સાથે મોટી નિરાશા,0,
ફોન બિનઉપયોગી હતો અને નવો નહોતો,0,
અત્યાર સુધીની સૌથી ખરાબ ગ્રાહક સેવા,0,
"કોઈ વધારાના કાનના જેલ આપવામાં આવ્યા નથી, અને કોઈપણ સૂચનાઓ નથી",0,
તે બ્લૂટૂથ હેડસેટના હેતુને હરાવે છે,0,
દરેક પૈસો વર્થ,1,
ઉત્તમ વૉલેટ પ્રકાર ફોન કેસ,1,
ઈન્ટરનેટ અત્યંત ધીમું છે,0,
"તે પહેરવામાં પણ ખૂબ જ આરામદાયક છે, જે કદાચ કેસનો ઉપયોગ કરવા વિશેનું સૌથી મહત્વપૂર્ણ પાસું છે",1,
"તે ગ્લોવની જેમ ફિટ છે અને મજબૂત, સુરક્ષિત અને ટકાઉ છે",1,
હે ભગવાન મારી પાસે અત્યાર સુધીનો શ્રેષ્ઠ ફોન છે,1,
તે ખૂબ જ આકર્ષક છે અને સારી ગુણવત્તાની હોવાનું જણાય છે,1,
મને બધી સુવિધાઓ અને ફોર્મ ફેક્ટર ગમે છે,1,
નબળી ગુણવત્તા અને સેવા,0,
"કેબલ ખૂબ પાતળી અને મામૂલી લાગે છે, તે ડરામણી છે",0,
મહાન ઇયરપીસ,1,
ઉત્તમ હાથ મુક્ત સાધન,1,
તમારા હોમ સ્ટીરિયો સાથે ઉપયોગ કરવા માટે સરસ,1,
સારું ઉત્પાદન - અવિશ્વસનીય મૂલ્ય,1,
આને માત્ર એક મહિનો હતો પરંતુ તે અત્યાર સુધી દોષરહિત રીતે કામ કરે છે,1,
મહાન કામ કરે છે,1,
સંપૂર્ણ જંક,0,
તે પણ કામ ન કર્યું,0,
બેટરી જીવન ખરેખર સારું છે,1,
8 કલાક પછી પરત ફર્યા,0,
તે એક મહાન વસ્તુ છે,1,
તમારા પૈસા બગાડો નહીં!,0,
"તે તમારા પ્લેયરને ડ્રેઇન કરશે એટલું જ નહીં, પણ સંભવિત રીતે તેને ફ્રાય પણ કરી શકે છે",0,
અવિશ્વસનીય - હું આપી રહ્યો છું,0,
મેં તેને ધ્વનિ ગુણવત્તાને કારણે 5 સ્ટાર આપ્યા છે,1,
જો તમે કરી શકો તો આને ટાળો,0,
ઉલટાવી શકાય તેવું પ્લગ સરસ કામ કરે છે,1,
મેં આ ઈયરપીસ વડે મારા થોડા પૈસા વેડફ્યા,0,
ખૂબ જ સારો ફોન,1,
"સર્વશ્રેષ્ઠ એ ફરતી સુવિધા છે, ખૂબ મદદરૂપ",1,
અમારા સમગ્ર પરિવાર માટે આરામ,1,
"સારું ઉત્પાદન, સારો વિક્રેતા",1,
"સૌ પ્રથમ, તે સારી રીતે પહેરતું નથી",0,
હું પ્લાન્ટ્રોનિક્સના આ હેડસેટથી ખૂબ જ પ્રભાવિત છું,1,
મને તે મળ્યું કારણ કે તે ખૂબ નાનું અને આરાધ્ય હતું,1,
મહાન ફોન!,1,
હું આ ઉત્પાદન ખરીદવાની ભલામણ કરીશ નહીં,0,
જંકનો ટુકડો,0,
ખરાબ રીતે મિજાગરું બાંધવું,0,
મહાન ફોન,1,
તેને ખરીદશો નહીં,0,
ઉત્તમ ફોન,1,
આ ફોન ખરીદશો નહીં,0,
હેન્ડસેટ દ્વારા અવાજની ઓળખ ઉત્તમ છે,1,
આ મારી પાસે અત્યાર સુધીનો શ્રેષ્ઠ ફોન છે,1,
"સરસ કામ કરે છે, જ્યારે મારી બિલાડીએ ફોન પર હુમલો કર્યો ત્યારે તેણે સ્ક્રીનને નષ્ટ કરવાને બદલે રક્ષણાત્મક પટ્ટીને ખંજવાળી",1,
આ એક કામ કરે છે અને તેની કિંમત યોગ્ય હતી,1,
ગ્રાહક સેવા ભયંકર હતી,0,
Motorola Razor V3i માં બેટરી લાઇફ હજુ પણ પૂરતી નથી,0,
તેને પાછું મોકલી રહ્યું છે,0,
હવે હું જાણું છું કે મેં એક સમજદાર નિર્ણય લીધો હતો,1,
કોઈએ વહેલા આની શોધ કરી લેવી જોઈએ,1,
સારી કિંમત,1,
મહાન કામ કરી રહી છે,1,
"જેમ કે ઘણા લોકોએ ફરિયાદ કરી, મને લાગ્યું કે આ હેડસેટનો માઇક્રોફોન ખૂબ જ નબળો છે",0,
Tracfone તરફથી મારું 5 વર્ષ જૂનું Nokia 2160 આના કરતાં ઘણું સારું ચાર્જ ધરાવે છે,0,
તેઓ ઉપભોક્તા વિશે થોડી કાળજી લેતા નથી,0,
"આ એક સારી બેટરી છે, અને તે અહીં ખરેખર ઝડપથી મળી",1,
સૂચના માર્ગદર્શિકાનો અભાવ છે,0,
તે કેસને દૂર કર્યા વિના મારા એલાર્મ ક્લોક ડોકિંગ સ્ટેશનમાં ફિટ થવા માટે પૂરતો નાજુક છે,1,
ફોન હવે ચાર્જ ધરાવે છે જેવો તે જ્યારે નવો હતો,1,
બેટરી અવિશ્વસનીય છે તેમજ સેવા એન્ટેનાનો ઉપયોગ કરે છે,0,
તે અસ્વસ્થતાજનક છે અને ફોન (Razr) અથવા મારા અગાઉના વાયરવાળા હેડસેટ (જે એલજીમાં પ્લગ થયેલ છે) ની તુલનામાં અવાજની ગુણવત્તા એકદમ નબળી છે,0,
અમે તેના પર ઘણી પ્રશંસા મેળવી છે,1,
જો તમારું રાજ્ય ડ્રાઇવિંગ કરતી વખતે સેલ ફોનનો ઉપયોગ કરવાની મંજૂરી આપતું નથી તો આ ચોક્કસપણે હોવું આવશ્યક છે,1,
મારે મારા પૈસા પાછા જોઈએ છે,0,
મને આ ઉપકરણ ગમે છે,1,
હું પણ કિંમતથી ખૂબ ખુશ છું,1,
Ngage માં હજુ પણ ઇયરબડ્સનો અભાવ છે,0,
હું કોઈ સમસ્યા વિના કારમાં વૉઇસ ડાયલિંગ કરવા સક્ષમ હતો,1,
"જ્યારે હું ઘરે હોઉં ત્યારે મારી પાસે મારા સેલ ફોન પર 2-3 બાર હોય છે, પરંતુ તમે કંઈપણ સાંભળી શકતા નથી",0,
"સારી વસ્તુ, ઓછી કિંમત",1,
જો કે-રિંગટોન શ્રેષ્ઠ નથી અને રમતો પણ નથી,0,
પ્લગ ખૂબ સારી રીતે કામ કરતું ન હતું,0,
ખૂબ આરામદાયક,1,
2 વર્ષ પહેલાં ફોન સાથે આવેલા ઓરિજિનલના રિપ્લેસમેન્ટ તરીકે બેટરી સારી રીતે કામ કરી રહી છે,1,
"તે બંને કાનમાં આરામથી ફિટ થઈ જાય છે, અવાજ સ્પષ્ટ અને મોટો હોય છે અને ચાર્જ થોડા દિવસો સુધી ચાલે છે",1,
"ખૂબ જ સ્પષ્ટ, ગુણવત્તાયુક્ત અવાજ અને તમારે તમારા iPod પરના અવાજ સાથે ગડબડ કરવાની જરૂર નથી કારણ કે તમારી પાસે હેડસેટ પર સાઉન્ડ બટનો છે",1,
દેખીતી રીતે એડહેસિવ સાથે સમસ્યા છે,0,
ખૂબ જ નિરાશાજનક,0,
"તે એક સસ્તો ભાગ હતો, પરંતુ મને હજુ પણ સારી ગુણવત્તાની અપેક્ષા હશે",0,
તે વ્યવહારીક રીતે નકામું છે અને મેં તેને ખરીદ્યા પછી મારા સ્વાગતમાં કોઈપણ પ્રકારનું પ્રોત્સાહન ઉમેર્યું નથી,0,
ઉત્તમ અવાજ ગુણવત્તા,1,
ફોનમાં નવી બેટરી સારી રીતે કામ કરે છે,1,
સૌથી ખરાબ ગ્રાહક સેવા,0,
"હું કહી શકું તેના કરતાં વધુ વખત મેં મારો ફોન મૂક્યો છે, કોંક્રિટ પર પણ અને મારો ફોન હજી પણ સરસ છે (લાકડા પર કઠણ!)",1,
સ્વાગત ભયંકર અને સ્થિરથી ભરેલું છે,0,
સારી ઓડિયો ગુણવત્તા,1,
આ નાનકડા ઉપકરણે મારી સંસ્થાકીય ક્ષમતાને બદલી નાખી છે અને મારું જીવન ઘણું સરળ બનાવ્યું છે,1,
"હું મારા વાહનમાં બેઠો હતો, મારા બેલ્ટ પર પારણું હતું, અને હેડસેટ સિગ્નલ ગુમાવ્યો હતો",0,
ફોન પર JERKS હતા,0,
"આરામદાયક, સરસ શ્રેણી, સારી બેટરી જીવન",1,
લોસ એન્જલસમાં તેમનું નેટવર્ક કવરેજ ભયાનક છે,0,
ઉત્તમ સ્ટાર્ટર વાયરલેસ હેડસેટ,0,
"લાઉડસ્પીકર વિકલ્પ મહાન છે, લાઇટ સાથેના બમ્પર્સ ખૂબ જ આકર્ષક છે",0,
માત્ર એક જ વસ્તુ જે મને લાગે છે કે હેડસેટમાંથી અવાજ બહાર નીકળી શકે છે તે સુધારી શકે છે,0,
"પ્રથમ સ્વાગત બંધ, હું ક્યારેય કરતાં વધુ હતી 2 બાર, ક્યારેય",0,
"માઇક્રોફોન પણ સારી રીતે કામ કરે છે, પરંતુ (જે લોકોને મેં બોલાવ્યા છે તે મુજબ) તે બધું જ લાગુ કરે છે",1,
સરસ ડિઝાઇન અને ગુણવત્તા,1,
"ઉપરાંત, જો તમારો ફોન ડ્રોપ થઈ જાય, તો આ કેસ તેને સાચવશે નહીં, ખાસ કરીને જ્યારે ચહેરો નીચે પડી જાય",0,
"તે હળવા, ઉપયોગમાં સરળ છે, અને ખૂબ જ સ્પષ્ટ સ્વાગત અને ટ્રાન્સમિશન ધરાવે છે",1,
"ખરાબ ફિટ, ખૂબ મોટી",0,
તે ચોક્કસપણે મારા S11 જેટલું સારું નહોતું,1,
અદ્ભુત ઉપકરણ,1,
નાણાં નો વ્યય,0,
"મેં મોટોરોલા ડેટા કેબલનો ઓર્ડર આપ્યો હતો, ખૂબ જ સારી રીતે તૈયાર અને કાર્યકારી ઉત્પાદન મેળવ્યું હતું",1,
આ ફોનને પ્રેમ કરો,1,
હું આ હેડસેટને લાંબા સમયથી શોધી રહ્યો હતો અને હવે જ્યારે મને તે મળી ગયું છે ત્યારે હું ખુશ રહી શકતો નથી,1,
"હું સાથે ડ્રાઇવિંગ કરીશ, અને મારો હેડસેટ કોઈ કારણ વગર વાગવા લાગે છે",0,
ડિસ્પ્લે ઉત્તમ છે અને કેમેરો તે વર્ષ જેટલો સારો છે,1,
આ ખૂબ શરમજનક છે અને જો હું મારા કાનમાં ઇયર પ્લગ નાખવાનો પ્રયત્ન કરું તો મારા કાન પણ દુખે છે,0,
ફોનને બધી બાજુથી સુરક્ષિત કરે છે,1,
આ ખરાબ બેટરી જીવન સાથેનો ખૂબ જ સરેરાશ ફોન છે જે નબળા નેટવર્ક પર ચાલે છે,0,
"સ્કાયપે કોલ્સ સાફ કરો, લાંબી બેટરી લાઇફ, લાંબી રેન્જ",1,
સોયો ટેક્નોલોજી અધૂરી છે,0,
ગ્રેટ હેન્ડ્સ ફ્રી ડિવાઇસ,1,
"તમે બહારના (બાહ્ય) ડિસ્પ્લે સાથે સેલ્ફ પોટ્રેટ પણ લઈ શકો છો, ખૂબ જ સરસ",1,
અન્યોએ ઉલ્લેખ કર્યો છે તે જ સમસ્યા,0,
ઘણા બધા હેન્ડ્સફ્રી ગેજેટ્સ અજમાવ્યા પછી આ તે છે જે આખરે સારી રીતે કામ કરે છે,1,
જાદુઈ મદદ,1,
વેરાઇઝન ગ્રાહક સેવા સાથે અત્યાર સુધીનો સૌથી ખરાબ ભાગ,0,
નબળી અવાજ ગુણવત્તા,0,
બજારમાં શ્રેષ્ઠ ફોન :),1,
તે ખૂબ જ સારી રીતે કામ કર્યું,1,
કંપનીએ મારું ઉત્પાદન ખૂબ જ ઝડપથી મોકલ્યું અને તે સારી રીતે કાર્ય કરે છે,1,
હું જે ઇચ્છતો હતો તે બરાબર,1,
પિક્ચર રિઝોલ્યુશન અન્ય તુલનાત્મક-કિંમતવાળા ફોન્સ જે આજે ઓફર કરે છે તેનાથી ઘણું ઓછું છે,0,
આ એક મહાન સોદો છે,1,
"ઉત્તમ ઉત્પાદન, હું ખરીદીથી ખૂબ સંતુષ્ટ છું",1,
હું આની ખૂબ ભલામણ કરું છું અને લોકોને તેમને અજમાવવા માટે પ્રોત્સાહિત કરું છું,1,
તમે અપેક્ષા કરશો કરતાં વધુ સારી,1,
"ડાબી કે જમણી બધી ઇયરપીસ વાપરવાથી, આ વસ્તુ મારા કાન પર રહેશે નહીં",0,
મહાન ઉત્પાદન અને કિંમત,1,
ખૂબ જ ઝડપી સેવા,1,
કિંમત માટે ઉત્તમ ઉત્પાદન,1,
આ હેડસેટથી ખૂબ જ ખુશ,1,
તમારા પૈસા અને સમય બગાડો નહીં,0,
મને ખાસ કરીને લાંબી બેટરી લાઈફ ગમે છે,1,
"દર વખતે નવો ફોન આવે ત્યારે નવા ચાર્જર, કાર ચાર્જર, ક્રેડલ્સ, હેડફોન અને કાર કીટ ખરીદતા રહેવું એ એટલું મૂર્ખ છે",0,
મહાન કામ કરે છે,1,
પ્લાન્ટ્રોનિક્સ બ્લૂટૂથ ઉત્તમ ખરીદો,1,
હું નવી ઇયરપીસ શોધીશ,0,
એક વર્ષ પછી મારા હેડસેટ પર બેટરી સંપૂર્ણપણે મરી ગઈ,0,
"મેં બે વર્ષમાં ઘણા ફોનનો ઉપયોગ કર્યો છે, પરંતુ આ એક શ્રેષ્ઠ છે",1,
પાનખર 2000 માટે એક અદ્ભુત નવો દેખાવ!,1,
મારી પાસે આ પહેલો ફોન છે જે આટલા સસ્તામાં બનાવવામાં આવ્યો છે,0,
"Att સ્પષ્ટ નથી, અવાજ ખૂબ જ વિકૃત છે અને જ્યારે તમે વાત કરો છો ત્યારે તમારે બૂમ પાડવી પડશે",0,
આ ક્લિપ પર પ્લાસ્ટિક ખરેખર સરળતાથી તૂટી જાય છે,0,
કિંમત પણ સારી છે,1,
મેં જે ભૂલ કરી છે તે જ ભૂલ કરશો નહીં,0,
સમયસર શિપમેન્ટ અને ગુણવત્તાયુક્ત ઉત્પાદન,1,
સરસ નક્કર કીબોર્ડ,1,
ખૂબ જ સારી રીતે બનાવેલ છે અને મારા સ્યોરફાયર GX2 ને સંપૂર્ણ રીતે બંધબેસે છે,1,
ભયાનક ફોન,0,
BT50 બેટરી જંક!,0,
અમે અન્ય લોકોને આની ભલામણ કરીશું,1,
મારા કમ્પ્યુટર સાથે કામ કરવા માટે સોફ્ટવેર મેળવી શકાતું નથી,0,
નિરાશ!,0,
નબળી અવાજ સ્પષ્ટતા,0,
AccessoryOne માં ખૂબ નિરાશ,0,
મને આ અક્ષમ્ય લાગે છે અને તેથી કદાચ આ ફોન પરત કરવામાં આવશે અને કદાચ કેરિયર્સ બદલાશે,0,
સરસ લાગે છે અને મજબૂત છે,1,
"મારી પાસે હવે 2 કે 3 વર્ષથી TMmobile સેવા છે, અને હું તેનાથી ખૂબ જ ખુશ છું",1,
અપડેટ પ્રક્રિયા મુશ્કેલ અને બોજારૂપ છે,0,
Motorolas માટે મહાન સોફ્ટવેર,1,
ડિલિવરી સમયસર હતી,1,
વાપરવા માટે ખૂબ જ સરળ,1,
"કાનમાં અસ્વસ્થતા, LG VX9900 (EnV) સાથે ઉપયોગ કરશો નહીં",0,
વોલ્યુમ સ્વીચ એકમમાંથી અજ્ઞાત ગંતવ્ય પર રોકેટ થયું,0,
"તે લાંબા સમય સુધી ચાર્જ ધરાવે છે, લાંબા સમય સુધી પહેરવાની સ્થિતિમાં વ્યાજબી રીતે આરામદાયક છે અને અવાજની ગુણવત્તા જબરદસ્ત છે",1,
હું તેને પરત કરવા માંગુ છું,0,
કીબોર્ડ ખરેખર ઉપયોગીતામાં યોગ્ય છે અને એટલું મજબૂત છે કે મને કોઈ સમસ્યાની અપેક્ષા નથી,1,
"વેરિઝોનના બિલો, જોકે, તેમની કિંમતની યોજનાઓ સરળ હોવા છતાં સમજવી મુશ્કેલ છે",0,
"રાતોરાત ચાર્જ કર્યા પછી, આ બેટરીઓ સરસ કામ કરે છે",1,
હું આ ફોન પ્રેમ!,1,
એક નિરાશા,0,
તે વપરાશકર્તા મૈત્રીપૂર્ણ નથી,0,
કમનસીબે તમે કૉલ પ્રાપ્ત કરી રહ્યાં છો તે ખરેખર જાણવાની ક્ષમતા એ એક મહત્વપૂર્ણ સુવિધા છે અને આ ફોન તે સંદર્ભમાં દયનીય છે,0,
"પછી મેં એ જ ફોનની આપલે કરી, તેમાં પણ એ જ સમસ્યા હતી",0,
આના પરિણામે ફોન કાં તો મહત્તમ વોલ્યુમ પર અટકી જાય છે અથવા મ્યૂટ થાય છે,0,
આ પીડીએ ખડકો,1,
નાના હાઇબ્રિડ પામટોપ/કેમેરા/સેલફોન તરીકે ઉપયોગ કરવા માટે તે સુપર ચાર્જ થયેલ છે અને તે ભૂમિકાઓમાં શ્રેષ્ઠ છે,1,
મારી પાસે 2 વર્ષ પહેલા વેરાઇઝન હતું અને મને તેમની સેવા ખરેખર ગમતી હતી,1,
જંકનો સુંદર ભાગ,0,
પ્લગનું કદ ખોટું હતું,0,
વર્ણવ્યા પ્રમાણે કામ કરે છે,1,
સુલભ,1,
પરિપૂર્ણ,1,
ચોક્કસ,1,
અદ્યતન,1,
ફાયદો,1,
અપીલ,1,
પ્રશંસા કરો,1,
યોગ્ય,1,
મંજૂરી,1,
ઉપલબ્ધ,1,
પુરસ્કાર,1,
એનાયત,1,
પુરસ્કારો,1,
સુંદર,1,
લાભો,1,
શ્રેષ્ઠ,1,
વધુ સારું,1,
તેજસ્વી,1,
તેજસ્વી,1,
સક્ષમ,1,
ઉજવણી,1,
ચેમ્પિયન,1,
સસ્તું,1,
ક્લાસિક,1,
ચોખ્ખો,1,
ચોખ્ખુ,1,
સ્પષ્ટપણે,1,
સુસંગત,1,
પૂરક,1,
સુસંગત,1,
વ્યાપક,1,
સુસંગત,1,
સતત,1,
યોગદાન,1,
સગવડ,1,
અનુકૂળ,1,
ઠંડી,1,
યોગ્ય,1,
યોગ્ય રીતે,1,
ઉપચાર,1,
સમર્પિત,1,
રાજદ્વારી,1,
ભેદ,1,
વિશિષ્ટ,1,
પ્રતિષ્ઠિત,1,
દૈવી,1,
પ્રભુત્વ ધરાવે છે,1,
સરળતા,1,
સરળ,1,
સરળ,1,
અસરકારક,1,
અસરકારક રીતે,1,
કાર્યક્ષમ,1,
પ્રોત્સાહિત કરો,1,
સમર્થન,1,
વધારવું,1,
ઉન્નત,1,
પૂરતૂ,1,
ઉત્તમ,1,
સગવડ કરવી,1,
વાજબી,1,
એકદમ,1,
ખ્યાતિ,1,
પ્રખ્યાત,1,
ઝડપી,1,
ઝડપી,1,
તરફેણ,1,
દંડ,1,
મફત,1,
સ્વતંત્રતા,1,
તાજા,1,
લાભ,1,
મેળવ્યું,1,
સોનું,1,
સોનેરી,1,
સારું,1,
ભવ્ય,1,
મહાન,1,
મહાન,1,
ગેરંટી,1,
માર્ગદર્શન,1,
ખુશ,1,
મદદ કરી,1,
મદદરૂપ,1,
મદદ કરે છે,1,
પવિત્ર,1,
સન્માન,1,
ગરમ,1,
મહત્વપૂર્ણ,1,
સુધારો,1,
સુધારેલ,1,
સુધારો,1,
પ્રભાવશાળી,1,
નવીનતા,1,
સંકલિત,1,
રસપ્રદ,1,
રૂચિ,1,
લીડ,1,
અગ્રણી,1,
દોરી જાય છે,1,
એલ.ઈ. ડી,1,
જેમ,1,
તાર્કિક,1,
પ્રેમ,1,
મેજિક,1,
માસ્ટર,1,
માસ્ટર્સ,1,
અર્થપૂર્ણ,1,
આધુનિક,1,
ખાસ કરીને,1,
શાંતિ,1,
પ્રખ્યાત,1,
હકારાત્મક,1,
શક્તિશાળી,1,
વખાણ,1,
ચોક્કસ,1,
પસંદ કરે છે,1,
સુંદર,1,
પ્રગતિ,1,
અગ્રણી,1,
પ્રોમ્પ્ટ,1,
યોગ્ય,1,
યોગ્ય રીતે,1,
રક્ષણ,1,
રક્ષણ,1,
લાયક,1,
ઝડપી,1,
વાંચી શકાય તેવું,1,
તૈયાર,1,
ભલામણો,1,
ભલામણ કરેલ,1,
સુધારા,1,
આદર,1,
હળવા,1,
વિશ્વસનીય,1,
પ્રખ્યાત,1,
આદર,1,
ક્રાંતિકારી,1,
સમૃદ્ધ,1,
અધિકાર,1,
રોમેન્ટિક,1,
સલામત,1,
સંત,1,
સુરક્ષિત,1,
સંવેદનશીલ,1,
તીક્ષ્ણ,1,
નોંધપાત્ર,1,
સરળ,1,
નરમ,1,
નક્કર,1,
અત્યાધુનિક,1,
આધ્યાત્મિક,1,
સ્થિર,1,
મજબૂત,1,
વધુ મજબૂત,1,
સફળ,1,
સફળતા,1,
સફળતાઓ,1,
સફળ,1,
પુરતું,1,
યોગ્ય,1,
ચડિયાતું,1,
આધાર,1,
આધારભૂત,1,
સહાયક,1,
આધાર આપે છે,1,
ટોચ,1,
પારદર્શક,1,
ટ્રમ્પ,1,
વિશ્વાસ,1,
ઉપયોગી,1,
મૂલ્યવાન,1,
વિવિધતા,1,
વિજય,1,
સદ્ગુણ,1,
ગરમ,1,
સ્વાગત છે,1,
સારું,1,
જીત,1,
વિજેતા,1,
જીતી,1,
કામ,1,
કામ કર્યું,1,
કામ કરે છે,1,
મૂલ્ય,1,
અઘરું,1,
અચૂક,1,
અજાયબી,1,
અજાયબીઓની,1,
અજેય,1,
અટલ,1,
અડગ,1,
અણધાર્યો,1,
અતૂટ,1,
અત્યાધુનિક,1,
અદભૂત,1,
અદ્ભુત,1,
અદ્ભૂત,1,
અધિકતા,1,
અધિકાર,1,
અધિકૃત,1,
અનહદ,1,
અનુકૂળ,1,
અનુગ્રહ,1,
